standard-scale__AccountWeeks,standard-scale__ContractRenewal,standard-scale__DataPlan,standard-scale__DataUsage,standard-scale__CustServCalls,standard-scale__DayMins,standard-scale__DayCalls,standard-scale__MonthlyCharge,standard-scale__OverageFee,standard-scale__RoamMins,Churn
-1.1203423635305294,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,-0.20172407126668487,-0.23335746625719678,-0.47161873044450786,0.6580922967932435,0.35904602134172564,0
1.5792158452025011,0.32440620482227295,-0.6292000916057378,-0.37840832995927537,-1.1847369428938357,1.2506538273998977,-1.1986144661411688,0.7921185328337379,1.3560252136868676,-0.22846473335260525,1
-0.025238561874677344,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,-1.8921357356558315,-0.13175146626941023,-1.4579502530031387,0.47358129577538866,1.3871898420568052,0
-1.2731475451569272,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,0.3569016102894751,0.0009765573564362514,-0.639781466208343,-0.8414930514039944,-1.3474620620964801,-0.08158704467902236,0
-0.3817839856696059,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-0.5513361646717007,-0.7921904661900228,-0.348327290124679,1.8854915644337547,0.8363985095308698,0
0.866124997612644,0.32440620482227295,1.589319539747634,2.083553770645867,0.3569016102894751,0.3896410654503106,-0.03014546628162369,2.105172372239915,0.8947477111422308,0.9832761982044527,1
-0.6619268186513355,0.32440620482227295,1.589319539747634,0.47108658015368104,2.6693594400644414,-0.08642646599481756,-0.18255446626330352,0.4099150678422683,0.3131369470642113,-1.8073998865936198,0
-1.0948748332594629,-3.0825550964657196,1.589319539747634,1.2340588605329104,-0.41391766630218024,-0.7001072682483032,-0.23335746625719678,0.946232833233524,1.4121807357357792,-0.4855006885313748,0
-2.037173453288917,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,0.7950423226965523,2.1035805334618938,0.02154703083480756,0.2930814034753138,0.7996790873624743,0
-0.5345891672960038,0.32440620482227295,1.589319539747634,0.15645883566740093,-0.41391766630218024,0.18322115923777463,0.7318995336267754,0.5332065081620971,1.0953031470312034,-2.358191219119555,0
-0.7383294094645344,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,-0.25937287390261826,0.07146053370616286,-0.348327290124679,1.1835475388223513,1.1301538868780356,0
0.1275666197517206,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,0.26690490499961356,1.6463535335168542,-0.28668156996476457,0.22890366399084258,0.4692042878469129,0
1.7829560873710317,0.32440620482227295,1.589319539747634,1.5093581369584055,1.1277208868811306,0.7950423226965523,-1.1986144661411688,1.531867174752711,-0.3767737523938539,-0.008148200342231252,0
0.3313068619202512,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,2.6693594400644414,-0.6201428000758796,0.9351115336023484,-1.0880759320436522,-0.8220068200673724,-0.44878126636297927,1
0.5350471040887818,0.32440620482227295,1.589319539747634,2.3195245790105767,-0.41391766630218024,-0.6071253285129266,-0.7921904661900228,1.1804865698411986,-1.094762212876375,1.3871898420568052,0
0.38224192246238387,0.32440620482227295,1.589319539747634,1.6194778475286038,-0.41391766630218024,0.9754272857831833,-0.5381754662205565,1.5565254628166771,-0.9984956036496682,0.17544891049974717,0
0.40770945273345016,0.32440620482227295,1.589319539747634,1.4071041200003647,-0.41391766630218024,0.5049386707221774,-1.8082504660678882,1.1434991377452504,-0.9864622774963301,-0.19174531118420968,0
-1.0694073029883966,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-0.4695120577045696,-1.0970084661533823,-0.5949101707643367,0.6701256229465816,-0.5589395328681666,0
1.5028132543893022,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,1.012620061677334,1.7987625334985342,0.3914213517942941,1.3800918659935437,1.3504704198884097,1
-0.7383294094645344,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-0.7726331812418971,0.5286875336512024,-0.9031387715639089,0.1928036855308276,0.2121683326681434,0
-2.037173453288917,0.32440620482227295,-0.6292000916057378,-0.4177367980200604,-0.41391766630218024,1.1948646635586717,-0.9954024661655959,0.1448384711546364,-0.6816180149450918,-1.3300473984044758,0
0.17850168029385324,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-1.4402435085419012,1.4431415335412812,-1.0880759320436522,0.8105144280688621,-0.8526949102153317,0
-0.8656670608198661,0.32440620482227295,-0.6292000916057378,-0.38627402357143237,3.440178716656097,1.486827954327754,0.3254755336756292,0.5393710801780891,0.12461483732857703,-0.08158704467902236,0
0.6623847554441135,0.32440620482227295,-0.6292000916057378,-0.4491995724686884,1.1277208868811306,-1.5704182241714284,0.8335055336145619,-1.3593171007472755,-0.501118122645017,-0.19174531118420968,0
-0.8147320002777334,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,0.3569016102894751,-0.24077648595554293,-1.2494174661350623,-0.40997301028459343,0.8065033193510828,0.4324848656785174,0
-0.5855242278381365,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,-0.3133023989491368,-0.639781466208343,-0.28668156996476457,1.632791715213649,-0.5956589550365621,0
-1.2986150754279935,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,2.6693594400644414,-0.9176850072290847,1.4431415335412812,-1.2730130925233953,-0.8300290375029318,-1.6972416200884328,1
0.866124997612644,0.32440620482227295,-0.6292000916057378,-0.5199908149781014,0.3569016102894751,1.1056020014127106,-0.48737246622666314,0.06469903494674784,-0.4971070139272376,-1.5870833535832454,0
-1.4514202570543915,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,1.1130405565915407,2.306792533437467,-0.1017444094850213,-0.7498068631473424,0.13872948833135162,0
-0.10164115268787632,0.32440620482227295,1.589319539747634,1.1554019244113403,-1.1847369428938357,-0.22403973680317504,1.4431415335412812,0.8845871130736096,0.4816035132109481,-0.6323783772049577,0
0.9170600581547766,0.32440620482227295,1.589319539747634,1.9183742047905699,0.3569016102894751,0.11255488503888819,-0.3349634662449833,1.4209048784648652,-0.48106257905611943,0.6895208208572869,0
-0.20351127377214162,-3.0825550964657196,1.589319539747634,2.3195245790105767,-0.41391766630218024,0.8415332925642406,0.8335055336145619,1.8585894916002572,-1.652306324647718,1.3871898420568052,1
-0.942069651633065,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-1.1847369428938357,1.5147225362483672,0.6302935336389889,0.083192750994722,-1.0787177780052573,1.313750997720014,0
-0.7892644700066671,0.32440620482227295,1.589319539747634,1.5329552177948764,-0.41391766630218024,-1.0143862245538762,0.020657533712269582,0.6256750884019687,-0.1120405770204103,0.028571221826164957,0
0.1275666197517206,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,0.3569016102894751,-0.6052656897182191,-0.18255446626330352,-0.8414930514039944,0.1486814896352539,-0.5222201106997704,0
0.6623847554441135,0.32440620482227295,1.589319539747634,1.7217318644866446,-0.41391766630218024,0.05118680481353941,0.8335055336145619,0.9585619772655071,-1.507906410807658,0.35904602134172564,0
-0.942069651633065,0.32440620482227295,-0.6292000916057378,-0.43346818524437436,0.3569016102894751,-1.548102558634938,-1.046205466159489,-1.2853422365553784,-0.31660712162716204,0.06529064399456051,0
0.5859821646309145,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-0.9046675356661318,-0.9445994661717025,-0.5949101707643367,1.6528472588025467,0.39576544351012183,0
1.5028132543893022,0.32440620482227295,-0.6292000916057378,-0.6537076063847705,-0.41391766630218024,-0.26123251269732567,0.8335055336145619,-0.040098689325106865,2.306657979800596,-0.08158704467902236,0
0.4586445132755828,0.32440620482227295,1.589319539747634,1.8082544942203715,-0.41391766630218024,-0.9009482580767169,-0.03014546628162369,0.7797893888017549,-0.5733180795650469,0.5059237100153086,0
-0.3053813948564069,0.32440620482227295,1.589319539747634,1.8554486558933136,-0.41391766630218024,-0.11246140912072311,0.37627853366952246,1.371588302336934,-0.10401835958485159,0.5793625543521003,0
-0.9930047121751977,0.32440620482227295,1.589319539747634,1.5093581369584055,-1.1847369428938357,-0.8023874019572175,-0.28416046625109004,0.6071813723539946,-0.35671820880495636,-0.008148200342231252,0
